bug report ID,sentence,intention
9," Other enhancement requests like this have been marked as dups of bug 11459, but I think that's wrong.  ",2
9," As far as I can tell, bug 11459 is a combination of a design flaw specific to Seamonkey and a tangentially related enhancement request that also applies to Firefox, and nothing is happening there.",0
9," It's sad that mailto: links don't work for most webmail users, especially since webmail is so popular.",0
9," Webmail services can help give users programs that alter system mailto: behavior (e.g. the unofficial \""G-Mailto\"" and the official \""Gmail Notifier\""), and Firefox users can download the WebmailCompose extension, but i think it would be better if this were an option in Firefox itself.",5
9," Not going to block on this, would be good to have this generically for feeds as well, but this may have to wait for Gecko 1.9",5
9, Using Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1) Gecko/20090615,1
9, Firefox/3.5,4
9, Is this not now fixed?,3
9, Indeed.,6
10," Open a new image,",0
10," create a layer much bigger than the image, and with a different aspect ratio.",0
10, draw something on the drawable (using some colors),0
10, make a selection selecting only some parts of your drawing,0
10, use the channel mixer.,0
10," The selection looks wrong in the plugin, and the plugin can even crash.",0
10, This is due to the fact that the selection mask is taken with gimp_drawable_get_thumbnail_data () in the preview code.,0
10," So if the layer and the image have different size, they are streched differently.",0
10," Clearly what it is doing is bad, but what *should* it be doing?  ",3
10," Should the preview follow the shape of the selection bounds, the image, or the drawable?",3
10," On a big image, use crop tool on right, bottom or right bottom, click on resize.",5
10, The active picture is then little than the layer.,5
10, Using any tool with preview give a one pixel (or less ;) ) preview instead of the good one.,5
10, Compute intersection between layer and active picture could be the solution...,5
10," As far as I can see, there are two reasonable options, and either of them will require a substantial amount of fixing in the aspect preview code and the plugins that use it.  ",1
10," (1) Show the entire drawable in an aspect preview, and mask changes using the current selection.",1
10, (2) Show only the part of the drawable lying within the selection bounds. ,1
10, It isn't clear to me which of them is better.,0
10, Bumping to 2.4 since this is not likely to get fixed for 2.2,0
10, Bumping to Future since this is not likely to get fixed for 2.4.,0
10," Setting back to the 2.4 milestone since it's a crash and should, if possible, be looked at before the 2.4 release.",1
10, Fixing this might make API changes necessary. ,5
10, We need to look into this as soon as possible.,5
10, It would help a lot if someone could attach an example XCF file to this bug report that shows the problem.,5
10, Created an attachment (id=89354) [details],4
10, bug156905.xcf.bz2 - a layer bigger than image,4
10, Following assertion failed using Channel mixer on the layer.,0
10, (channel_mixer:6701): LibGimpWidgets-CRITICAL **: gimp_preview_area_mask: assertion `mask != NULL' failed,4
10, Doesn't channel mixer use GimpZoomPreview (not GimpAspectPreview)?,3
10, Seems like both GimpZoomPreview and GimpAspectPreview have problems when steps in reporter's comment are taken.,5
10, This one is nasty to track down.,0
10," The example image has dimensions 377*233, the selection starts at x=125, y=97 and extends to the lower right corner of the image.",0
10, The preview code then calls gimp_drawable_get_sub_thumbnail on the selection mask with the following coordinates:,0
10,"   src_x: 117, src_y: 89, src_w: 268, src_h: 152",4
10," which unsurprisingly fails, since src_x+src_w is bigger than the selection mask width.",0
10," The source coordinates seem wrong to me and originate from gimp_zoom_preview_get_source_area(), but I have not yet tracked this down.",5
10, Created an attachment (id=117704) [details],4
10, GimpZoomPreview handle layer offsets,1
10, This patch should fix GimpZoomPreview to handle layers with offsets with selections. ,1
10, Area displayed in preview is intersection of layer and selection.,1
10," If there are no objections, I could commit the patch.",2
10, For GimpAspectPreview selection mask has to be applied for thumbnail of the whole drawable (selection can intersect partialy with drawable area).,1
10, Please commit this. ,5
10, It doesn't make sense to patch 2 [details].4 at this point. ,0
10, So please do this in trunk only.,5
10, 2008-09-02  Aurimas Juka  &lt;aurisj@svn.gnome.org&gt;,4
10," &gt;-------* libgimp/gimpzoompreview.c (gimp_zoom_preview_draw_buffer),",4
10, &gt;-------(gimp_zoom_preview_set_drawable): fixed GimpZoomPreview to handle,4
10, &gt;-------layers with offsets and display intersection of layer and selection,4
10, &gt;-------in the preview. (bug #156905),4
11, When images are rescaled now the GIMP always defaults to linear scaling.,0
11, Sometimes I want to do a bunch of images with cubic scaling. ,0
11, It would be handy that the scale dialog just remembered the last setting and always present that one.,0
11, The default interpolation routine can be choosen in the Preferences dialog.,5
11," I just thought it would be easier if it just remembered the last setting, that way a newbie does not have to search trough the preferences, and it is handy if you want to scale a set of images in a different way as normally",5
11, Jaap is right. ,6
11, I didn't know about the preferences setting until I saw this bug report.,2
11," This applies in general to options that the user can set without going into the preferences dialog: just remember the last setting, and there is no need for an entry in the preferences dialog.",5
11," We would need an entry whether to save the last used setting, for the users who don't want this.",5
11," Michael, I don't agree with having an extra entry whether to save the setting yes or no. ",2
11, This would clutter the interface even more. ,2
11, Because you then still need an entry in preferences and you need an extra entry in the scale dialog whether to save the last used setting. ,2
11, Just always remembering the last setting is conceptually by far the easiest for new users. ,5
11, Furthermore I think it's not really a problem if you have to change the setting now and then (In your case you also have to click once more to not save the setting). ,5
11, And most of the times you will not change this setting.,5
11," I agree that it is convenient to be able to set a default value from the place it is used (e.g., the Image-&gt;Scale dialog) instead of having to open the Preferences and find the corresponding option.",3
11, This is very useful for those who are not familiar with all options available in the Preferences.,2
11," However, I disagree with the proposal that the last setting should automatically become the default: I have set the default to Cubic (I might change it to Lanczos soon) and I expect it to be used all the time. ",2
11," But from time to time, I scale up a bitmap image without interpolation.",2
11, I don't want this to become the new default and give me bad results when I scale up another image two days later.,2
11," So if there is a way to change the default from the Scale dialog (which is probably a good idea), then it should require an explicit action from the user.",5
11," This could be a button like \""set default\"" or a checkbox \""remember this setting\"" next to the \""Interpolation type\"" dropdown list.",5
11, &gt;&gt;Jaap is right. I didn't know about the preferences setting until I saw this bug report.,4
11," LOL, me too.",6
11," I think the suggestion for a \""set as defaults\"" button here is a good all-round solution that satisfies both camps.",5
11, See this bug for request to deal with scaling units (percent/pixel) in the same way.,5
11, http://bugzilla.gnome.org/show_bug.cgi?id=357424,4
11," I think a \""set as defaults\"" button would clutter the UI. ",2
11, This change remember the settings across dialog invocations.,1
11, Closing as FIXED.,1
11," (Please reopen if you strongly disagree, but please not without a non-ugly suggestion for a GUI)",5
11, 2006-10-14  Michael Natterer  &lt;mitch@gimp.org&gt;,4
11,     Remember the settings in the scale and resize dialogs for images and layers. ,5
11," Fixes bug #164995, bug #316392, and bug #357424.",1
11,     * app/dialogs/scale-dialog.h: removed GimpScaleCallback typedef.,4
11,     * app/dialogs/dialogs-types.h: added it here.,4
11,"     * app/dialogs/image-scale-dialog.[ch]: made the ImageScaleDialog struct private, return a GtkWidget* from image_scale_dialog_new() and use a GimpScaleCallback in the public API.",4
11,"     * app/actions/actions-types.h: #include \""dialogs/dialogs-types.h\""",4
11,"     * app/actions/image-commands.c: changed according to image scale dialog changes. Remember the scale dialog's unit (if it is \""percent\"") and interpolation type across dialog invocations.",4
11,"  Also remember the resize dialog's unit (if it is \""percent\"").",5
11,     * app/actions/layers-commands.c: remember scale and resize dialog stuff as in image-commands.c,4
12," 1. Open a large grayscale image of your choice (e.g. larger than 2000*2000 pixels, maybe a scan result from your scanner)",1
12," 2. Use \""Tools/Color Tools/Threshold\"" to apply some threshold choosen arbitrarily. ",1
12, This tool is pretty fast.,1
12," 3. Now you have a 8bit grayscale image, which actually consists only of color values \""0\"" and color values \""255\"".",0
12,  ,6
12," Converting it to a 1bit black&white image should be a very fast operation (replacing 0 (8bit) by 0 (1bit) and replacing 255 (8bit) by 1 (1bit)), but it is not:",1
12," 4. Choose \""Image/Mode/Indexed...\"", and there:",1
12," 4.1 Colormap: \""Use black and white (1-bit) palette)\"" (this should be the fastest option possible)",1
12," 4.2 Dithering: \""none\"" (this should be the fastest option possible)",1
12," 4.3 Now hit \""OK\""",1
12," 5. The conversion will work, but it will take many seconds. ",0
12," For an example image of \""2460*3483\"", it takes 34 seconds on my computer (while applying the Threshold tool, which basically does the same, only needs maybe 2 seconds).",0
12," This slow speed is not acceptable for interactive image processing, and this slowness is not necessary at all.",0
12," Indeed it is very slow, so I will confirm this bug report.",2
12," There is, however, a workaround.  ",0
12," I found with a little experimentation that if you use the \""Optimal Palette\"" option for step 4.1, then the conversion occurs in a flash, literally a fraction of a second for me.",1
12," This happens, I think, because if you use this option, by the time the algorithm reaches the stage of actually converting the image, it has built a color histogram and \""knows\"" that there are exactly two colors in the image, and can assign colors directly, without having to test whether black or white is the best match for each pixel.",1
12," Because of the existence of this workaround, I am going to lower the severity, but this *is* something that should be looked into.",2
12, Created an attachment (id=38911) [details],4
12, Image where to 1bit conversion is either slow or buggy (with GIMP 2.2.4),0
12, That's odd. ,6
12, I just tried to use your suggested workaround and was happy that the conversion was as fast one should expect.,2
12," However, the conversion was plainly wrong, it produced an image which was just black (the input image was nearly white).",2
12, I'm attaching a test case image. This may be a related bug.,5
12, Do following on the atached image:,5
12," 1. Choose \""Image/Mode/Indexed...\"", and there:",5
12," 1.1 Colormap: optimal palette (wether 2 oder 256 colors, it does not matter)",5
12," 1.2 Dithering: \""none\"" (but I think it does not matter)",5
12, Interesting -- clearly the generation of an optimal palette is not done correctly for this image.,2
12," Because this is a different issue, I am going to open a different bug report for it -- using your image as example, if you don't mind.",5
12," In any case, I've found a solution to the original problem, I think.",1
12, I found a very simple change that gives a major speedup when converting grayscale images to the mono palette.,1
12," It's now at least as fast as the Threshold tool, so I'm going to resolve this bug as FIXED.  ",1
12," Still just as slow for RGB images, though.  ",0
12, Committed to both branches:,0
12, 2005-03-18  Bill Skaggs  &lt;weskaggs@primate.ucdavis.edu&gt;,4
12," 	* app/core/gimpimage-convert.c:  when converting grayscale to mono, treat the palette as gray rather than rgb, giving 	more than tenfold speedup.  ",1
12, Fixes bug #170801.,4
12, The new problem is described in bug #170825,0
12, I'd be pleased if you used my test case image. :-),2
12," Thank you for fixing this bug so fast, so I just need to wait for the next release. ",6
12," (Building for Windows would be rather messy, so I try to be patient...)",0
12, I'm interested in seeing the patch.  ,2
12, If you can't attach it then what revision of gimpimage-convert.c contains the fix?,2
12, Revision 1.156. Here is the patch:,1
12, --- gimpimage-convert.c 27 Feb 2005 14:03:50 -0000      1.155,4
12, +++ gimpimage-convert.c 18 Mar 2005 17:34:34 -0000      1.156,4
12," @@ -4057,7 +4057,6 @@ initialize_median_cut (GimpImageBaseType",4
12,          },4
12,        if (palette_type == GIMP_WEB_PALETTE  ||,4
12, -          palette_type == GIMP_MONO_PALETTE ||,4
12,            palette_type == GIMP_CUSTOM_PALETTE),4
12,          {,4
12,            switch (dither_type),4
12, Thanks.,6
12, That's interesting.  ,6
12," I expect it to yield poorer results though, to some extent (probably most obviously darker, or lighter, in mid-greys, that is a damaged gamma), because the greyscale colour-matching and error-quantifying is in a comparatively non-perceptually-uniform space (that's half the reason why it's faster, though it's not as big a quality difference in a greyscale source as an RGB source).",0
12, Were side-by-side comparisons done?  ,3
12," I hope so, though I could do some here if anyone cares.",2
12, I don't think anyone has done side-by-side comparisons.,2
12," differences, but not so strong that I'm really going to lose any sleep.",2
12, Note that the analysis in comment #1 is correct; ,2
12," the 'optimal' palette finder does a first pass to see if there are already a suitable number of colours, and then knows that it can skip both the expensive quantization and dithering stages.",5
12," The 'mono' palette option doesn't even bother to start this pre-pass because it could only possibly pay off the extra effort if the entire image is pure black and pure white, which is expected to be a comparatively rare occurance.",1
12," &gt; The 'mono' palette option doesn't even bother to start this pre-pass because it could only possibly pay off the extra effort if the entire image is pure black and pure white, which is expected to be a comparatively rare occurance.",4
12," I don't think that this operation is so rare, because for getting an \""optimal distribution between black and white\"" for grayscale images (for example: you want to generate faximilies the receiver actually is able to read), you use the",2
12," \""threshold\"" operation, and then a \""convert to 1bit\"" operation to actually adjust the internal memory requirements.",2
12," So at least for me, this chain of operations is rather frequent.",2
12," &gt; and then a \""convert to 1bit\"" operation to actually adjust the internal memory requirements.",4
12," If you mean GIMP's internal memory requirements you're wasting your time -- all Indexed images are 8/16bpp internally (the same as greyscale images), so you're not saving any memory (instead you may be using quite a lot more, for various",5
12, reasons).,6
12, I mean OpenOffice's internal memory requirements. ,2
12," For having 10 or 20 fax pages in one OOo document, it quite makes a difference wether they are 8bit or 1bit.",2
13, Please describe the problem:,6
13," When going to File-&gt;Acquire-&gt;Screenshot in the Windows port of the development build GIMP 2.3.11, firstly there are two different entries \""Screen Shot\"" and \""Screenshot\"" and secondly, functionality to grab only a portion of the screen is broken.",0
13," There is no option to \""Select a Region to Grab\"" when the user chooses \""Screen Shot.\""",0
13," However, this option exists in the dialogue box that appears after the user selects :Screenshot.\"" ",0
13," However, the functionality does not work, even after selecting a long delay period.",0
13," Instead, the whole screen is captured each time.  ",0
13," I was expecting the mouse cursor onscreen to change to \""crosshairs\"" or something similar to allow me to select the region I required.",0
13, Steps to reproduce:,0
13, 1. Launch GIMP 2.3.11 Development for Windows on a Windows 2000 platform.,0
13," 2. Got o File-&gt;Acquire-&gt;Screenshot.  (Note the two different entries for \""Screen Shot\"" and \""Screenshot\"".)",0
13," 3. Tick \""Select a Region to Grab.\""  ",0
13, 4.  Set the delay.,0
13," 5.  Click \""Grab.\""",0
13, Actual results:,0
13, The whole screen is captured each time.,0
13, Expected results:,0
13," The ability to select a portion of the screen would be available, probably via mouse click-and-drag functionality.",0
13, Does this happen every time?,3
13, Yes.,6
13, Other information:,6
13," (I presume the two entries for screenshots under the submenu are there in order to test old and new code, by the way but I just noted it in case there was an issue.)",5
13, D. Le Sage,6
13, APF,6
13," Hobart, Tasmania",6
13, We know that the port of the screenshot plug-in for Windows is incomplete.,2
13, What's this bug-report about? ,3
13, Do you want to contribute the missing bits or do you want us to disable the plug-in for the Windows platform? ,3
13, We are waiting for a volunteer to implement the missing functionality for more than a year now.,5
13, Perhaps it's about time to drop support for the Win32 platform completely.,5
13," Sven,",6
13, The bug report was to alert you in case you did not know it was broken.  ,2
13, You are obviously aware it is incomplete.  ,2
13, Perhaps you should disable it to prevent more questions from users.,5
13, I am not a programmer so I cannot implement the functionality.  ,2
13, I am trying to do my part by reporting issues for you.,2
13, You have complained before about how short of volunteers you are.  ,5
13," If this is the case, perhaps it is a very good idea to drop support for Win32 and consolidate on making sure the *Nix implementation is as good as possible. ",5
13, Supporting Win32 is probably just draining more resources away.,2
13, IIRC Tor is working on this.,5
13," apf, you are using a development version. ",5
13, Of course there are incomplete and even broken features in there. ,5
13," If you are just a user, you should be using the stable release.",5
13, Tor said that it is impossible to implement the look and feel of the X11 screenshot plug-in on the Windows platform. ,1
13, He suggested that we stick with Winsnap for the Win32.,5
13, 2006-10-27  Sven Neumann  &lt;sven@gimp.org&gt;,4
13,     * configure.in,4
13,     * plug-ins/common/plugin-defs.pl,4
13,     * plug-ins/common/Makefile.am: reverted changes from 2006-04-06 and build screenshot plug-in optionally again. ,4
13, Fixes bug #364852.,4
13,     * plug-ins/common/mkgen.pl: reverted addition of 'extralibs' parameter that was introduced for the screenshot plug-in only.,4
14, Please describe the problem:,6
14, When I try to export reports that contain graphs gnuCash just creates an empty html file.,0
14, Also it is not clear that the export can only do html files. ,0
14, The first time I ran export I triped to save as .jpg and it created a html file named foo.jpg,0
14, Steps to reproduce:,0
14, 1. In gnuCash go on reports and create any report that contains a graph,0
14, 2. In the report window click on Export ,0
14," 3. Save export to \""foo.html\""",0
14, Actual results:,0
14, An empty HTML file is saved,0
14, Expected results:,0
14, A HTML file with a nice graph ,0
14, Does this happen every time?,3
14, Yes,6
14, Other information:,6
14," Yes, that's true -- the current graphing code, which uses the graphical library \""Guppi\"" which is a dead project, can only produce the on-screen diagrams *and* print these to postscript, but it cannot export these diagrams into pictures that are embedded in a HTML-file. ",0
14," In other words, you can only print the diagrams to postscript but not export them to HTML. ",5
14," This is not going to change before the gnome2 port is completed, because we need to switch to a different graphical library before anything related to this can be changed. ",1
14, See http://gnomesupport.org/wiki/index.php/GnuCashPortingStatus for the porting status.,5
14, Definitely keep it as a reminder.,5
14," We should be able to coax anything into giving us a PNG; GOG supports SVG export, too.  ",5
14, But it looks like gtkhtml doesn't support saving &lt;object /&gt; data.,2
14, Because it sucks ass.,6
14, This is still valid for me with version 2.0.4 on opensuse 10.2. ,0
14, This is a real problem not to be able to export these reports. ,0
14," This shouldn't be tagged 'enhancement' anymore, but brought up higher.",0
14, What's the status on this? ,3
14, Thank you.,6
14, (In reply to comment #4),4
14, &gt; This is still valid for me with version 2.0.4 on opensuse 10.2. ,4
14, &gt; This is a real &gt; problem not to be able to export these reports. ,4
14," &gt; This shouldn't be tagged 'enhancement' anymore, but brought up higher.",4
14, &gt; What's the status on this? ,4
14, There's no change on this.,0
14," I wonder if the more recent gtkhtml supports getting at &lt;object /&gt;s, or if the more recent GOG makes it trivial to create a PNG.",5
14," In any case, I hesitate to do so, but I've raised the severity to Normal -- a minor part of the component (Reports, export, graphs) does not work.",5
14," (FWIW, Fred, it's not going to get fixed any faster at Normal than at Enhancement.)",2
14," I can confirm this using GnuCash 2.0.5 on Ubuntu 7.04, feisty fawn...and I can confirm that it's frustrating....",2
14," 2.2.8, still doesn't have this needed feature... Frustration also confirmed.",0
14," GtkHtml provides a callback when it encounters a &lt;object&gt; tag, and gnc-html then calls gog to create the image as a GdkPixbuf and then embed it in the web page.  ",5
14," For the webkit port, there is no &lt;object&gt; callback.  ",0
14," Therefore, gnc-html-webkit pre-parses the html string, finds the &lt;object&gt; tag, calls gog with the parameter values from the &lt;object&gt; to create a GdkPixbuf, then converts the pixels to png/base64 and embeds the html &lt;img&gt; in the original",1
14, where the &lt;object&gt; was.  ,1
14, Result is a graph that displays in webkit.  ,1
14," In addition, gnc-html-webkit saves the html passed to webkit and handles the export itself by writing that html to a file.",1
14, This fix is targetted for 2.4.  ,6
14, I can also convert gnc-html-gtkhtml to use these two features (convert graph to embedded &lt;img&gt; and do the export rather,1
14, than getting gtkhtml to do it) for those who can't build 2.4 with webkit.,5
14, It turns out that gtkhtml (at least the version I have on Ubuntu 9.04) doesn't support inline images.  ,0
14," Therefore, this will only be possible using webkit.",1
14, The gnucash-1.8.x series is no longer developed. ,1
14," We may keep this enhancement request as a reminder, though.",5
15," Using the current gvfs svn and nautilus 2.22.0, when doing a dnd from a directory on a proftpd server nautilus returns a file not available error. ",0
15, It does the same when trying to delete the directory. ,0
15, Copying the same directory using mirror in lftp works correctly,0
15, i get this too.,6
15, yup me too,6
15, *** Bug 524421 has been marked as a duplicate of this bug. ***,4
15," We're getting this in openSUSE too, and it seems to happen with all kinds of FTP servers.",0
15, The openSUES bug is,0
15, https://bugzilla.novell.com/show_bug.cgi?id=382360,4
15, This is caused by broken backends. ,0
15, Any attempts to open or copy/move a directory should fail with G_IO_ERROR_IS_DIRECTORY. ,0
15, GIO functions and Nautilus rely on that.,0
15, Fix for gvfs-smb is now in trunk and gnome-2-22 branch. ,1
15, Working on FTP fix right now.,1
15, Created an attachment (id=111807) [details],4
15, gvfs-ftp-read-directory.patch,4
15, Proposed patch. ,6
15, Introducing new system of handling error 550 messages based on Benjamin's idea. ,1
15, So far only simple check if the target is directory has been implemented.,1
15," Please review the patch, I especially don't like keeping references to GVfsBackendFtp and processed file in the FtpConnection object but it is the easiest way to do it.",5
15," The patch gets the gist of what I want, but it looks ugly in places. ",5
15, Here's what I think on how to solve those:,2
15," My idea was that the error handlers should be implemented with simple ftp_connection_send() commands, that set errors automatically. ",5
15, So the is_directory handler would look something like this:,5
15, static void,4
15," error_550_is_directory (FtpConnection *conn, const FtpFile *file)",4
15, {,4
15,"   guint response = ftp_connection_send (conn,  RESPONSE_PASS_500, \""cwd %s\"", file);",4
15,   if (response == 550),4
15,     {,4
15,"       g_set_error (&conn-&gt;error, G_IO_ERROR,  G_IO_ERROR_IS_DIRECTORY, _(\""File is a directory\""));",4
15,     },4
15,   else if (STATUS_GROUP (response) == 5),4
15,     {,4
15,"       ftp_connection_set_error_from_response (conn, response);",4
15,     },4
15, },4
15, So we'd have a bunch of error handlers named error_550_$ERROR_WE_CHECK() like error_550_not_found or  error_550_permission_denied that do some ftp sending magic to figure out specific things.,5
15," While writing the above code, it occured to me that we might want to have a new flag \""RESPONSE_PASS_550\"" just for the 550 error code, which would help in quite some cases and make the above function look like this:",5
15, static void,4
15," error_550_check_directory (FtpConnection *conn, const FtpFile *file)",4
15, {,4
15,"   guint response = ftp_connection_send (conn,  RESPONSE_PASS_550, \""cwd %s\"", file);",4
15,   if (response == 550),4
15,     {,4
15,"       g_set_error (&conn-&gt;error, G_IO_ERROR,  G_IO_ERROR_IS_DIRECTORY, _(\""File is a directory\""));",4
15,     },4
15, },4
15," I also think that we want a seperate ftp_connection_send_and_check function, that does the job of doing special 550 checks, as there's a lot of cases where those aren't needed. ",2
15, The code would roughly look like this:,5
15," typedef void (* Ftp550Handler) (FtpConnection *conn, const FtpFile *file);",4
15, static void,4
15," ftp_connection_check_file (FtpConnection *conn,  const Ftp550Handler *handlers, const FtpFile *file)",4
15, {,4
15,   while (*handlers && !ftp_connection_in_error (conn)),4
15,     {,4
15,"       handlers (conn, file);",4
15,       handlers++;,4
15,     },4
15, },4
15, static guint,4
15," ftp_connection_send_and_check (FtpConnection *conn, ResponseFlags flags, const Ftp550Handler *handlers, const FtpFile *file,  const char *format, ...) G_GNUC_PRINTF (5, 6)",4
15, {,4
15,   va_list varargs;,4
15,   guint response;,4
15,   /* check that there's no 550 handling used - don't allow bad use of API */,4
15,"   g_return_val_if_fail (flags & | == 0, 0);",4
15,"   g_return_val_if_fail (handlers != NULL, 0);",4
15,"   g_return_val_if_fail (file != NULL, 0);",4
15,"   va_start (varargs, format);",4
15,"   response = ftp_connection_sendv (conn,",4
15,"                    flags | RESPONSE_PASS_550, format, varargs);",4
15,   va_end (varargs);,4
15,   if (response == 550),4
15,     {,4
15,"       ftp_connection_check_file (conn, handlers, file);",4
15,       response = 0;,4
15,     },4
15,   return response;,4
15, },4
15," This also solves the problem of having our 550 handling move into the response codes, which looks a bit unfortunate API wise.",1
15," And we get rid of adding more members to the FtpConnection struct, especially those that don't belong there.",5
15, Some smaller things:,6
15," - The function was called \""error_550_check_directory\"". ",5
15," That's a somewhat bad choice for a name, as I don't know if it checks whether the file is or is not a directory.",5
15, - Please change the default error code for 550 to G_IO_ERROR_FAILED. ,5
15," \""Operation failed\"" sounds much better than \""File unavailable\"". ",5
15," And it tells us where we miss 550 checks: Whenever we get \""FAILED\"" :)",5
15," - Your patch includes the \""LIST -a\"" change for bad directory listings.",5
15, Created an attachment (id=112474) [details],4
15, gvfs-ftp-read-directory-2.patch,4
15," Modified patch, fixing all issues noted in the previous comment.",5
15, From a quick review the patch looks pretty much like I imagined it. ,2
15," And before I forget it: error_550_is_directory() checks for 250, not 550.",2
15, Commited slightly modified patch to trunk and stable 2.22 branch. ,1
15, This fixes recursive copy of directory structure in Nautilus.,1
15," The delete issue reported in the first post might be related to bug #528347, where client apps using GIO/GVFS are unable see dot-files which are blocking directory removal as it's not empty. ",1
15, Otherwise deleting whole directory structure works fine in Nautilus and backend reports G_IO_ERROR_NOT_EMPTY correctly.,1
16, According to Havoc:,6
16,"   If you need struct fields in any widget, please file a bug report,  they should never be required to use a widget.",5
16," Accordingly, I took a look at the places where the latest PyGtk wrappers directly access widget data attributes to provide needed functionality.  ",5
16," I found 43 examples, identified in the table below.  ",5
16," (Of course, there may be more that PyGtk doesn't use or expose.)  ",0
16, Most of these data attributes are accessed directly to provide them to the Python programmer.  ,0
16, I assume that means they would also have to be accessed directly by the C programmer.,2
16,     GTK_ADJUSTMENT                  lower,4
16,     GTK_ADJUSTMENT                  page_increment,4
16,     GTK_ADJUSTMENT                  page_size,4
16,     GTK_ADJUSTMENT                  step_increment,4
16,     GTK_ADJUSTMENT                  upper,4
16,     GTK_ADJUSTMENT                  value,4
16,     GTK_BIN                         child,4
16,     GTK_CHECK_MENU_ITEM             active,4
16,     GTK_CLIST                       columns,4
16,     GTK_CLIST                       focus_row,4
16,     GTK_CLIST                       row_list,4
16,     GTK_CLIST                       rows,4
16,     GTK_CLIST                       selection,4
16,     GTK_COLOR_SELECTION_DIALOG      cancel_button,4
16,     GTK_COLOR_SELECTION_DIALOG      colorsel,4
16,     GTK_COLOR_SELECTION_DIALOG      help_button,4
16,     GTK_COLOR_SELECTION_DIALOG      ok_button,4
16,     GTK_COMBO                       entry,4
16,     GTK_COMBO                       list,4
16,     GTK_CURVE                       num_points,4
16,     GTK_DIALOG                      action_area,4
16,     GTK_DIALOG                      vbox,4
16,     GTK_FONT_SELECTION_DIALOG       action_area,4
16,     GTK_FONT_SELECTION_DIALOG       apply_button,4
16,     GTK_FONT_SELECTION_DIALOG       cancel_button,4
16,     GTK_FONT_SELECTION_DIALOG       fontsel,4
16,     GTK_FONT_SELECTION_DIALOG       main_vbox,4
16,     GTK_FONT_SELECTION_DIALOG       ok_button,4
16,     GTK_GAMMA_CURVE                 curve,4
16,     GTK_GAMMA_CURVE                 gamma,4
16,     GTK_GAMMA_CURVE                 gamma_dialog,4
16,     GTK_GAMMA_CURVE                 gamma_text,4
16,     GTK_GAMMA_CURVE                 table,4
16,     GTK_LIST                        selection,4
16,     GTK_NOTEBOOK                    tab_pos,4
16,     GTK_STYLE                       black,4
16,     GTK_STYLE                       white,4
16,     GTK_TEXT_BUFFER                 tag_table,4
16,     GTK_TOGGLE_BUTTON               draw_indicator,4
16,     GTK_WIDGET                      allocation,4
16,     GTK_WIDGET                      parent,4
16,     GTK_WIDGET                      style,4
16,     GTK_WIDGET                      window,4
16," Thanks, this is helpful. ",6
16," Some of them are bogus and already  have accessor functions, I believe:",2
16, GTK_BIN                         child,4
16, GTK_CHECK_MENU_ITEM             active,4
16, GTK_TEXT_BUFFER                 tag_table,4
16," Also, most of them are for deprecated widgets. ",5
16, But there are many there we should probably have functions for.,5
16," Adding API keyword, but putting on future milestone.",5
16," When considering accessor functions, you might also want to consider raising the API up to a bit higher level.  ",5
16," For example, the Combo widget should probably have its own value-changed signal and direct access to the underlying entry and list widgets should be deprecated with some higher level functions written for the Combo widget to get at necessary functionality.  ",5
16," Since the GtkList widget is already deprecated, this stuff is going to break in applications someday anyway.",5
16," No kidding about the breakability in the combo box: this is already pretty much broken in GTK-- (C++ binding), where they use a different implementation for the (deprecated) list, which basically makes it impossible to access list data. ",5
16, A change in the GTK+ API to allow access to the list items through a function would make this a whole lot more usable.,5
16, Suggestion:,6
16, Make the list in the combo a GList. ,5
16, This would also make working with the combo easier... ,5
16, Not sure if there's a good way of handling arbitary  widgets with associated text without creating some sort of ListItem,5
16, (deprecated) replacement...,6
16, The ongoing gseal work is finally taking care of this.,1
17," Currently apps use gnome_help functions to show help files, but gnome_help is part of the deprecated gnome_help",0
17, See also GNOME goal proposal,5
17, http://live.gnome.org/action/show/GnomeGoals/RemoveGnomeOpenGnomeHelp,4
17, Created an attachment (id=105668) [details],4
17, Patch adding gtk_show_uri and gtk_show_help to GTK+,1
17, The gtk_show_help function is missing |return ret;|.,1
17, You forgot to add the new funcs to gtk/gtk.symbols .,5
17, + * modify it under the terms of the GNU Lesser General Public,4
17, + * License as published by the Free Software Foundation; either,4
17," + * version 2 of the License, or (at your option) any later version.",4
17," There is no \""Lesser GPL version 2\"". ",1
17, It's the Lesser GPL version 2.1 (or the Library GPL version 2).,1
17, Somehow I feel that gtk_show_help() is too GNOME oriented to be included in this form. ,2
17, I have been told that gtk_show_uri() will work nicely on the major supported platforms.,2
17, This is hwoever not the case for gtk_show_help(). ,0
17," Since the functionality of gtk_show_help() can be easily implemented on top of gtk_show_uri(), it should be sufficient to provide gtk_show_uri() for now.",5
17, Created an attachment (id=105671) [details],1
17, Updated patch. Adding ret and gtk symbols,1
17," Christian, I copied the license from other files in GTK+.",1
17, I opened about 5 to 6 files and they are the same. ,0
17, I guess it's a better idea to change all licenses in one go,2
17, What's the consensus on this?,3
17, Can I commit gtkshow.c to gtk+ when I remove gtk_show_help?,3
17, Update your patch to remove gtk_show_help() to start with.,5
17, Created an attachment (id=106302) [details],4
17, Patch removing gtk_show_help,1
